Hauptartikelnr;Artikelname;Hersteller;Beschreibung;Materialangaben;Geschlecht;Produktart;Ärmel;Bein;Kragen;Herstellung;Taschenart;Grammatur;Material;Ursprungsland;Bildname
E3086;"Women´s Slim Fit V-Neck-T";Promodoro;"V-Ausschnitt, Figurbetont, Single-Jersey, 95% gekämmte Baumwolle / 5% Elasthan (Sports Grey: 81% gekämmte Baumwolle / 14% Viskose / 5% Elasthan)";"95% Baumwolle / 5% Elasthan";Damen;T-Shirts;Kurzarm;;V-Ausschnitt;Konventionell;;"180 g/m²";Baumwollgemisch;BD;e3086.jpg
E3087;"Women´s Slim Fit V-Neck-T Long";Promodoro;"gekämmte Baumwolle mit Elasthananteil für perfekten Sitz, schmale; leicht verkürzte Set-in-Ärmel (Naht an der Schulter), schmaler; sehr langer Schnitt / Longshirt, breiter; abgerundert V-Ausschnitt, Seitennähte, Midweight / mittelschwerer Stoff
";"95% Baumwolle / 5% Elasthan";Damen;T-Shirts;Kurzarm;;V-Ausschnitt;Konventionell;;"180 g/m²";Baumwollgemisch;BD;e3087.jpg
E3088;"Unisex Beanie";Promodoro;"Beanie, Single-Jersey, 95%  gekämmte Baumwolle / 5% Polyester";"95% Baumwolle / 5% Polyester";;Mützen;;;;;;"180 g/m²";Baumwollgemisch;BD;e3088.jpg
E3089;"Unisex Schal";Promodoro;"Schal, Single-Jersey, 95% gekämmte Baumwolle / 5% Polyester";"95% Baumwolle / 5% Polyester";;Schals;;;;;;"180 g/m²";Baumwollgemisch;BD;e3089.jpg
E311;"Kid`s Fashion Organic-T";Promodoro;"T-Shirt, Single-Jersey, Neutrales Größenetikett seitlich im Nacken, Modisch optimierte Passform, Gekämmte Baumwolle";"100% Baumwolle";Kinder;T-Shirts;Kurzarm;;Rundhals;;;"180 g/m²";Baumwolle;EG;e311.jpg
E3190;"Women´s Casual Pants";Promodoro;"Sweat-Hose, Komfortabler Bund mit Kordelzug, Weitenverstellbarer Beinsaum durch Kordelzug, Molton unbrushed, 95% gekämmte Baumwolle / 5% Elasthan (Sports Grey: 81% gekämmte Baumwolle / 14% Viskose / 5% Elasthan)";"95% Baumwolle / 5% Elasthan (Sports Grey: 81% Baumwolle / 14% Viskose / 5% Elasthan)";Damen;Jogginghosen;;;;;;"240 g/m²";Baumwollgemisch;EG;e3190.jpg
E3200;"Men´s T 80/20";Promodoro;"Doppelnahtverarbeitung am Kragen und allen Säumen, Kragen mit Elasthan, Farbe Weiß bis 95° C, weitere Farben bis 60 ° C waschbar, Trocknergeeignet, Single-Jersey, Nackenband";"80% Baumwolle / 20% Polyester";Herren;T-Shirts;Kurzarm;;Rundhals;Konventionell;;"180 g/m²";Baumwollgemisch;BD;e3200.jpg
E3210;"Women´s T 80/20";Promodoro;"Nackenband, Kragen mit Elasthan, Single-Jersey, Doppelnahtverarbeitung am Kragen und allen Säumen, Waschbar bis 60°C, Trocknergeeignet";"80% Baumwolle / 20% Polyester";Damen;T-Shirts;Kurzarm;;Rundhals;Konventionell;;"180 g/m²";Baumwollgemisch;BD;e3210.jpg
E3360;"Women´s Wellness V-Neck-T Longsleeve";Promodoro;"V-Ausschnitt, Leicht tailliert, Single Jersey, Ziernähte an Hals und Saum";"95% Baumwolle / 5% Elasthan";Damen;T-Shirts;Langarm;;V-Ausschnitt;Konventionell;;"180 g/m²";Baumwollgemisch;CN;e3360.jpg
E3400;"Women´s Interlock-T";Promodoro;"rmel und Kragen eingefasst, Eng anliegend, Interlock, Weich und dehnbar";"100% Baumwolle";Damen;T-Shirts;Kurzarm;;Rundhals;Konventionell;;"220 g/m²";Baumwolle;EG;e3400.jpg
E3407;"Men´s Turtleneck-T LS";Promodoro;"Langarm Rollkragen T-Shirt, Interlock";"100% Baumwolle";Herren;T-Shirts;Langarm;;Rollkragen;Konventionell;;"220 g/m²";Baumwolle;EG;e3407.jpg
E3465;"Women´s Interlock-T LS";Promodoro;"Langarm T-Shirt, Weich und dehnbar, Leicht tailliert, Interlock, Kragen eingefasst";"100% Baumwolle";Damen;T-Shirts;Langarm;;Rundhals;Konventionell;;"220 g/m²";Baumwolle;EG;e3465.jpg
E3490;"Men´s Baseball-T LS";Promodoro;"Raglan Langarm Shirt, Heavy Jersey";"100% Baumwolle";Herren;T-Shirts;Langarm;;Rundhals;Konventionell;;"205 g/m²";Baumwolle;EG;e3490.jpg
E352;"Junior Performance-T";Promodoro;"Funktions T-Shirt, Interlock, Schnell trocknend, Schweißabsorbierend, Reißbeständig, Antipilling-Ausrüstung, UV-Schutz, Farbe White für den Sublimationsdruck geeignet, Neutrales Grössenetikett seitlich im Nacken, Atomic Blue, Green Gecko, Knockout Pink, Safety Yellow sind Leuchtfarben und im Bild und in der Farbskala nicht richtig darstellbar";"100% Polyester";Kinder;T-Shirts;Kurzarm;;Rundhals;;;"125 g/m²";Polyester;EG;e352.jpg
E3520;"Men´s Sublimation-T";Promodoro;"Interlock, Schnell trocknend, Schweißabsorbierend, Robuste Gewebe-Oberfläche, Antipilling-Ausrüstung, UV-Schutz, Farbe white für den Sublimationsdruck geeignet, Neutrales Größenetikett im Nacken, Atomic Blue, Green Gecko, Knockout Pink, Safety Yellow sind Neonfarben / Leuchtfarben und im Bild und in der Farbskala nicht richtig darstellbar";"100% Polyester";Herren;T-Shirts;Kurzarm;;Rundhals;Konventionell;;"125 g/m²";Polyester;BD;e3520.jpg
E3521;"Women´s Performance-T";Promodoro;"Interlock, Schnell trocknend, Schweißabsorbierend, Robuste Gewebeoberfläche, Antipilling-Ausrüstung, UV-Schutz, Farbe white für den Sublimationsdruck geeignet, Neutrales Größenetikett im Nacken, Atomic Blue, Green Gecko, Knockout Pink, Safety Yellow sind Neonfarben / Leuchtfarben und im Bild und in der Farbskala nicht richtig darstellbar";"100% Polyester";Damen;T-Shirts;Kurzarm;;Rundhals;;;"125 g/m²";Polyester;BD;e3521.jpg
E356;"Kid´s Sport-T";Promodoro;"Schweißabsorbierend, Cool-Dry Ausrüstung, Farbe White für den Sublimationsdruck geeignet, Die Farbe Crush Orange ist eine Leuchtfarbe und in der Farbskala nicht richtig darstellbar, Interlock";"100% Polyester";Kinder;T-Shirts;Kurzarm;;Rundhals;Konventionell;;"125 g/m²";Polyester;CN;e356.jpg
E3560;"Men´s Sport-T";Promodoro;"Schweißabsorbierend, Cool-Dry Ausrüstung, Farbe White für den Sublimationsdruck geeignet, Die Farbe Crush Orange ist eine Leuchtfarbe und im Bild und in der Farbskala nicht richtig darstellbar, Interlock";"100% Polyester";Herren;T-Shirts;Kurzarm;;Rundhals;Konventionell;;"125 g/m²";Polyester;CN;e3560.jpg
E3561;"Women´s Sports-T";Promodoro;"Schweißabsorbierend, CoolDry-Ausrüstung, Farbe white für den Sublimationsdruck geeignet, Leicht tailliert, Interlock";"100% Polyester";Damen;T-Shirts;Kurzarm;;Rundhals;;;"125 g/m²";Polyester;CN;e3561.jpg
E3580;"Unisex Function Contrast-T";Promodoro;"T-Shirt, Seiteneinsatz in Kontrastfarbe, Seitliche Schlitze, Schweißabsorbierend, CoolDry-Ausrüstung, Farbe White für den Sublimationsdruck geeignet, Neutrales Größenetikett, Single Jersey, 55% gekämmte Baumwolle / 45% Polyester";"55% Baumwolle / 45% Polyester";Herren;T-Shirts;Kurzarm;;Rundhals;;;"180 g/m²";Baumwollgemisch;;e3580.jpg
E399;"Kid´s Premium-T";Promodoro;"Doppelnaht-Verarbeitung an Kragen und Säumen, Kragen mit Elasthan, Necktape, Single-Jersey, Ringgesponnene. gekämmte Baumwolle, Schlauchwaren-Ausführung, PremiumT";"100% Baumwolle";Kinder;T-Shirts;Kurzarm;;Rundhals;Konventionell;;"180 g/m²";Baumwolle;EG;e399.jpg
E4000;"Men´s Heavy Polo";Promodoro;"klassisches Baumwoll-Piqué, 3er-Leiste mit Horn-Knöpfen, legerer; komfortabler Schnitt, weite Set-in-Ärmel (Naht an der Schulter), keine Bündchen, Seitenschlitze, verlängertes Rückenteil, Heavyweight / schwerer Stoff, waschbar bis 60°C";"100% Baumwolle (Sports Grey: 85% Baumwolle / 15% Viskose)";Herren;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;"220 g/m²";Baumwolle;BD;e4000.jpg
E4001;"Men´s Superior Polo";Promodoro;"Hochwertig verarbeitete Knopfleiste mit drei Knöpfen Ton-in-Ton, Seitliche Schlitze, Modisch optimierte Passform, Baumwoll-Piqué, 100% gekämmte Baumwolle (Sports Grey: 85% gekämmte Baumwolle / 15% Polyester)";"100% Baumwolle";Herren;Poloshirts;Kurzarm;;Knopfleiste;;;"220 g/m²";Baumwolle;BD;e4001.jpg
E4005F;"Women´s Superior Polo";Promodoro;"Hochwertig verarbeitete Knopfleiste mit drei Knöpfen Ton-in-Ton, Seitliche Schlitze, Leicht tailliert, Baumwoll-Piqué, Gekämmte Baumwolle";"100% Baumwolle";Damen;Poloshirts;Kurzarm;;Knopfleiste;;;"220 g/m²";Baumwolle;BD;e4005f.jpg
E4010;"Men´s Single Jersey Polo";Promodoro;"Figurbetont, Knopfleiste mit drei Knöpfen Ton-in-Ton, Nackenband in Kontrastfarbe, Seitenschlitze mit Kontrasteinsatz innen, Single Jersey, kein Piqué-Material, Verkürzter Arm mit Bündchen";"100% Baumwolle";Herren;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;"180 g/m²";Baumwolle;EG;e4010.jpg
E4015;"Women´s Single Jersey Polo";Promodoro;"Leicht tailliert, Knopfleiste mit drei Knöpfen Ton-in-Ton, Nackenband in Kontrastfarbe, Seitenschlitze mit Kontrasteinsatz innen, Single Jersey, kein Piqué-Material, Verkürzter Arm mit Bündchen";"100% Baumwolle";Damen;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;"180 g/m²";Baumwolle;EG;e4015.jpg
E404;"Kid´s Premium Polo";Promodoro;"Knopfleiste mit zwei Hornknöpfen, Piqué-Material, Seitenschlitze";"100% Baumwolle";Kinder;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;"190 g/m²";Baumwolle;EG;e404.jpg
E4040;"Men´s Premium Polo";Promodoro;"Knopfleiste mit drei Hornknöpfen, Seitenschlitze, Rückenteil länger, Doppelnähte an Armen und Saum, Piqué-Material";"100% Baumwolle";Herren;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;"190 g/m²";Baumwolle;EG;e4040.jpg
E4081;"Men´s Slim Fit-T LS";Promodoro;"Figurbetont, Langarm T-Shirt, Single Jersey";"95% Baumwolle / 5% Elasthan";Herren;T-Shirts;Langarm;;Rundhals;Konventionell;;"180 g/m²";Baumwollgemisch;BD;e4081.jpg
E4085;"Women´s Slim Fit-T LS";Promodoro;"Figurbetont, Langarm T-Shirt, Single Jersey";"95% Baumwolle / 5% Elasthan";Damen;T-Shirts;Langarm;;Rundhals;Konventionell;;"180 g/m²";Baumwollgemisch;BD;e4085.jpg
E4099;"Men´s Premium-T LS";Promodoro;"Langarm T-Shirts, Doppelnahtverarbeitung am Kragen und allen Säumen, Schlauchwarenausführung, Kragen mit Elasthan, Nackenband, Single-Jersey, Ringgesponnene. gekämmte Baumwolle";"100% Baumwolle";Herren;T-Shirts;Langarm;;Rundhals;Konventionell;;"180 g/m²";Baumwolle;EG;e4099.jpg
E4100;"Men´s Heavy Polo Pocket";Promodoro;"klassisches Baumwoll-Piqué, 3er-Leiste mit Horn-Knöpfen, legerer; komfortabler Schnitt, weite Set-in-Ärmel (Naht an der Schulter), Brusttasche, keine Bündchen, Seitenschlitze, verlängertes Rückenteil, Heavyweight / schwerer Stoff, waschbar bis 60°C
";"100% Baumwolle";Herren;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;"220 g/m²";Baumwolle;EG;e4100.jpg
E4150;"Women´s Polo 92/8";Promodoro;"rmelbündchen, Knopfleiste mit drei Knöpfen Ton-in-Ton, Leicht tailliert, Piqué-Material";"92% Baumwolle / 8% Elasthan";Damen;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;"200 g/m²";Baumwollgemisch;CN;e4150.jpg
E4250;"Women´s Interlock Polo";Promodoro;"weiches; feines Baumwoll-Jersey (glatter ""T-Shirt-Stoff""), dezenter Stretch-Effekt, 5er-Leiste mit (nickelfreien) Metall-Druckknöpfen, femininer Schnitt, legere Ärmel ohne Bündchen, keine Seitenschlitze, Mediumweight / mittelschwerer Stoff
";"100% Baumwolle";Damen;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;"200 g/m²";Baumwolle;BD;e4250.jpg
E4400;"Men´s Polo 60/40";Promodoro;"Knopfleiste mit drei Knöpfen (Ton-in-Ton), Waschbar bis 60° C";"60% Baumwolle / 40% Polyester";Herren;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;"240 g/m²";Polyestergemisch;CN;e4400.jpg
E4520;"Men´s Function Contrast Polo";Promodoro;"Knopfleiste mit drei Knöpfen Ton-in-Ton, Ersatzknopf, Seitliche Schlitze, Ärmelbündchen mit Paspel, Seiteneinsatz in Kontrastfarbe, Schweißabsorbierend, CoolDry Ausrüstung, Farbe White für den Sublimationsdruck geeignet, Piqué-Optik, Leicht tailliert";"55% Baumwolle / 45% Polyester";Herren;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;"160 g/m²";Polyester;CN;e4520.jpg
E4525;"Women´s Function Contrast Polo";Promodoro;"Knopfleiste mit drei Knöpfen Ton-in-Ton, Ersatzknopf, Seitliche Schlitze, Ärmelbündchen mit Paspel, Seiteneinsatz in Kontrastfarbe, Schweißabsorbierend, CoolDry Ausrüstung, Farbe White für den Sublimationsdruck geeignet, Piqué-Optik, Leicht tailliert";"55% Baumwolle / 45% Polyester";Damen;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;"160 g/m²";Polyester;CN;e4525.jpg
E4600;"Men´s Heavy Polo LS";Promodoro;"Langarm Polo, Knopfleiste mit drei Knöpfen Ton-in-Ton, Piqué-Material";"100% Baumwolle";Herren;Poloshirts;Langarm;;Knopfleiste;Konventionell;;"220 g/m²";Baumwolle;EG;e4600.jpg
E4605;"Women´s Heavy Polo Longsleeve";Promodoro;"Hochwertig verarbeitete Knopfleiste mit drei Knöpfen Ton-in-Ton, Seitliche Schlitze, Leicht tailliert, Piqué";"100% Baumwolle";Damen;Poloshirts;Langarm;;Knopfleiste;;;"220 g/m²";Baumwollgemisch;BD;e4605.jpg
E4900;"Men´s Polo Contrast Stripes";Promodoro;"Kragen und Ärmelbündchen mit Kontraststreifen, Piqué-Material, Knopfleiste mit drei Knöpfen Ton-in-Ton";"100% Baumwolle";Herren;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;"220 g/m²";Baumwolle;EG;e4900.jpg
E4910;"Women´s Polo Contrast Stripes";Promodoro;"Kragen und Ärmelbündchen mit Kontraststreifen, Leicht tailliert, Piqué-Material, Knopfleiste mit drei Knöpfen Ton-in-Ton";"100% Baumwolle";Damen;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;"220 g/m²";Baumwolle;BD;e4910.jpg
E5025;"Men´s V-Neck Sweater";Promodoro;"V-Ausschnitt, Elasthan-Bündchen an Ärmeln und Saum, Set-in Ärmel, Molton brushed, Ringgesponnene Baumwolle, Optimierte Passform";"100% Baumwolle";Herren;Pullover;Langarm;;V-Ausschnitt;Konventionell;;"320 g/m²";Baumwolle;EG;e5025.jpg
E5050;"Mens Troyer Sweater";Promodoro;"Reißverschluss am Kragen, Elasthan-Bündchen an Arm und Saum, Molton brushed";"100% Baumwolle";Herren;Pullover;Langarm;;1/4-Reißverschluss;Konventionell;;"320 g/m²";Baumwolle;EG;e5050.jpg
E5080;"Men´s Hoody Jacket 100";Promodoro;"Durchgehender verdeckter Reißverschluss, Elasthan-Bündchen an Ärmeln und Saum, Doppellagige Kapuze mit Kordelzug, Kängurutaschen, Molton brushed";"100% Baumwolle";Herren;Sweatjacken;Langarm;;"Mit Kapuze";Konventionell;;"320 g/m²";Baumwolle;EG;e5080.jpg
E5099;"Men´s Sweater 100";Promodoro;"Molton brushed, Elasthan-Bündchen an Ärmeln und Saum, Ringgesponnene. gekämmte Baumwolle";"100% Baumwolle (Sports Grey: 85% Baumwolle / 15% Viskose)";Herren;Pullover;Langarm;;Rundhals;Konventionell;;"320 g/m²";Baumwolle;BD;e5099.jpg
E5181;"Women´s Hoody-Jacket 80/20";Promodoro;"Durchgehender und verdeckter Metall-Reißverschluss, Elasthan-Bündchen an Ärmeln und Saum, Kängurutaschen, Molton brushed, Kapuze";"80% Baumwolle / 20% Polyester";Damen;Sweatjacken;Langarm;;"Mit Kapuze";Konventionell;;"320 g/m²";Baumwollgemisch;CN;e5181.jpg
E5182;"Men´s Hoody Jacket 80/20";Promodoro;"Durchgehender und verdeckter Metall-Reißverschluss, Doppellagige Kapuze, Kängurutaschen, Elasthan-Bündchen an Arm und Saum, Molton brushed";"80% Baumwolle / 20% Polyester";Herren;Sweatjacken;Langarm;;"Mit Kapuze";;;"320 g/m²";Baumwollgemisch;CN;e5182.jpg
E5290;"Men´s Jacket Stand-Up Collar";Promodoro;"Molton brushed, Elasthan-Bündchen an Arm und Saum, Jacke mit Stehkragen, Zwei Seitentaschen mit Reißverschluss, Verdeckter Metall-Reißverschluss, Schmaler Schnitt";"100% Baumwolle";Herren;Sweatjacken;Langarm;;;Konventionell;;"320 g/m²";Baumwolle;BD;e5290.jpg
E5295;"Women´s Jacket Stand-Up Collar";Promodoro;"Molton brushed, Elasthan-Bündchen an Arm und Saum, Stehkragen, Zwei Seitentaschen mit Reißverschluss, Durchgehender und verdeckter Reißverschluss, Leicht tailliert";"100% Baumwolle";Damen;Sweatjacken;Langarm;;;Konventionell;;"320 g/m²";Baumwolle;BD;e5295.jpg
E5300;"Men´s Hooded Jacket 80/20";Promodoro;"Durchgehender Reißverschluss bis über Kinnbereich, Set-in Schnitt, Seitliche Einschubtaschen, Metall-Reißverschluss, Modische doppellagige Mumien-Kapuze, Molton brushed";"80% Baumwolle / 20% Polyester";Herren;Sweatjacken;Langarm;;"Mit Kapuze";Konventionell;;"320 g/m²";Baumwollgemisch;CN;e5300.jpg
E5390;"Women´s Hoody Jacket 95/5";Promodoro;"Kordelzug an der Kapuze, Austritt mit Ösen, Durchgehender Reißverschluss, Femininer Set-in Schnitt, Elastan-Bündchen an Arm und Saum, Molton unbrushed, Nackenband, Ösen im Ripp-Einsatz unter dem Arm, Breiter Sattelbund";"95% Baumwolle / 5% Elasthan";Damen;Sweatjacken;Langarm;;"Mit Kapuze";Konventionell;;"280 g/m²";Baumwollgemisch;CN;e5390.jpg
E6099;"Men´s Kasak Sweater";Promodoro;"Kasak Sweatshirt, Elasthan-Bündchen an den Ärmeln, Molton brushed, Seitenschlitze, Ringgesponnene Baumwolle";"100% Baumwolle";Herren;Pullover;Langarm;;Rundhals;Konventionell;;"320 g/m²";Baumwolle;EG;e6099.jpg
E6300;"Men`s Poplin Shirt Short Sleeve";Promodoro;"Kurzarm Hemd, Kent-Kragen, Knopfleiste mit Knöpfen Ton in Ton, Doppelte Rückenpasse, Abgerundeter Saum, Größenetikett seitlich im Nacken, Separate Brusttasche, Klassischer Schnitt, Pflegeleichtes Mischgewebe, Popeline, Easy Care Ausrüstung, 60 ° waschbar, Ersatzknopf, Einzeln verpackt in exklusiver Kartonage. Kartonage kann auch als Bügel verwendet werden";;Herren;Hemden;Kurzarm;;;;;;Baumwollgemisch;;e6300.jpg
E6305;"Women`s Poplin Shirt Short Sleeve";Promodoro;"Kurzarm Bluse, Kent-Kragen, Knopfleiste mit Knöpfen Ton in Ton, Doppelte Rückenpasse, Abgerundeter Saum, Größenetikett seitlich im Nacken, Separate Brusttasche, Klassischer Schnitt, Leicht tailliert, Pflegeleichtes Mischgewebe, Popeline, Easy Care Ausrüstung, 60 ° waschbar, Einzeln verpackt in exklusiver Kartonage. Kartonage kann auch als Bügel verwendet werden";;Damen;Blusen;Kurzarm;;;;;;Baumwollgemisch;;e6305.jpg
E6310;"Men`s Poplin Shirt Long Sleeve";Promodoro;"Langarm Hemd, Kent-Kragen, Knopfleiste mit Knöpfen Ton in Ton, Doppelte Rückenpasse, Abgerundeter Saum, Grössenetikett seitlich im Nacken, Verstellbare 2-Knopf-Manschette (Sportmanschette), Armschlitz mit Knopf, Separate Brusttasche, Klassischer Schnitt, Pflegeleichtes Mischgewebe, Popeline, Easy Care Ausrüstung, 60 ° waschbar, Ersatzknöpfe, Einzeln verpackt in exklusiver Kartonage. Kartonage kann auch als Bügel verwendet werden";;Herren;Hemden;Langarm;;;;;;Baumwollgemisch;;e6310.jpg
E6315;"Women`s Poplin Shirt Long Sleeve";Promodoro;"Langarm Bluse, Kent-Kragen, Knopfleiste mit Knöpfen Ton in Ton, Doppelte Rückenpasse, Abgerundeter Saum, Grössenetikett seitlich im Nacken, Verstellbare 2-Knopf-Manschette (Sportmanschette), Armschlitz mit Knopf, Separate Brusttasche, Klassischer Schnitt, Leicht tailliert, Pflegeleichtes Mischgewebe, Popeline, Easy Care Ausrüstung, 60 ° waschbar, Ersatzknöpfe, Einzeln verpackt in exklusiver Kartonage. Kartonage kann auch als Bügel verwendet werden";;Damen;Blusen;Langarm;;;;;;Baumwollgemisch;;e6315.jpg
E7001;"Men´s Casual Pants";Promodoro;"Boxerbund mit Kordelzug, Einschubtaschen vorne, Offener Beinabschluss, Molton unbrushed";"100% Baumwolle";Herren;Jogginghosen;;Lang;;;;"280 g/m²";Baumwolle;EG;e7001.jpg
E7100;"Women´s Tracksuit Jacket";Promodoro;"Zwei Diagonaltaschen, Interlock";"80 Polyester / 20% Baumwolle";Damen;Sweatjacken;Langarm;;;;;"260 g/m²";Polyestergemisch;CN;e7100.jpg
E7110;"Men´s Tracksuit Jacket";Promodoro;"Zwei Diagonaltaschen, Interlock, Raglan-Ärmel";"80% Polyester / 20% Baumwolle";Herren;Sweatjacken;Langarm;;;;;"260 g/m²";Polyestergemisch;CN;e7110.jpg
E7130;"Women´s Tracksuit Pants";Promodoro;"Interlock, Hose mit aufgesetzter Gesäßtasche";"80 Polyester / 20% Baumwolle";Herren;Jogginghosen;;Lang;;;;"260 g/m²";Polyestergemisch;CN;e7130.jpg
E7140;"Men´s Tracksuit Pants";Promodoro;"Interlock, Hose mit aufgesetzter Gesäßtasche";"80% Polyester / 20% Baumwolle";Herren;Jogginghosen;;Lang;;;;"260 g/m²";Polyestergemisch;CN;e7140.jpg
E7500;"Unisex Raincoat ´Free Cut´";Promodoro;"Regenmantel lässt sich durch Markierungen leicht auf die ideale Größe zuschneiden, Druckknöpfe, Abnehmbare Kapuze, Wasserdicht, In der mitgelieferten Tasche mit 2 Druckknöpfen (27 x 20,5 x 7 cm) lässt sich der zusammengefaltete Mantel bequem transportieren";"100% Ethylenvinylacetat";;Jacken;;;Knopfleiste;;;;;CN;e7500.jpg
E7548;"Mens Performance Jacket";Promodoro;"Außenmaterial: 100% Polyester, Mesh-Innenfutter: 100% Polyester - Wasserdicht 5.000 mm - Winddicht und atmungsaktiv 5.000 g/m²/24h - Stehkragen - Verdeckter 2-Wege-Reißverschluss plus Klettverschlüsse - Abnehmbare Kapuze mit Volumenregulierung vorn und hinten - Verdeckte Napoleontasche mit Reißverschluss - Verstellbare Armabschlüsse mit Klettverschluss - Tunnelzug am Saum mit Kordelstopper innen - Zwei Seitentaschen mit Reißverschluss - Verdeckter Reißverschluss - Reißverschluss und Fixierung für wechselbare Innenjacke - Neutrales Größenetikett - Bedruckbare Fläche innen für Branding - Nähte getaped - PU Beschichtet - Jacken Konzept 4-in-1 - Kombinierbar mit folgenden Artikeln: E7621, E7820, E7910";"100% Polyester";Herren;Jacken;Langarm;;;;;;Polyester;CN;e7548.jpg
E7549;"Womens Performance Jacket";Promodoro;"Außenmaterial: 100% Polyester, Mesh-Innenfutter: 100% Polyester - Femininer Schnitt - Wasserdicht 5.000 mm - Winddicht und atmungsaktiv 5.000 g/m²/24h - Stehkragen - Verdeckter 2-Wege-Reißverschluss plus Klettverschlüsse - Abnehmbare Kapuze mit Volumenregulierung vorn und hinten - Verdeckte Napoleontasche mit Reißverschluss - Verstellbare Armabschlüsse mit Klettverschluss - Zwei Seitentaschen mit Reißverschluss - Tunnelzug am Saum mit Kordelstopper innen - Verdeckter Reißverschluss - Neutrales Größenetikett - Bedruckbare Fläche innen für Branding - Nähte getaped - PU Beschichtet - Jacken Konzept 4-in-1 - Reißverschluss und Fixierung für wechselbare Innenjacke - Kombinierbar mit folgenden Artikeln: E7622, E7821, E7911";"100% Polyester";Damen;Jacken;Langarm;;;;;;Polyester;CN;e7549.jpg
E7621;"Mens Padded Jacket C+";Promodoro;"Wattierte Jacke - Stehkragen - Durchgehender Reißverschluss - Zwei Seitentaschen mit Reißverschluss - Fixierung für Aussenjacke - Neutrales Grössenetikett - Aussenmaterial 100% Nylon - Wattierung 100% Polyester - Jacken Konzept 4-in-1 - Kombinierbar mit Aussenjacke E7548";"100% Nylon";Herren;Jacken;Langarm;;;;;;Nylon;CN;e7621.jpg
